,id,tweet,clean_tweet
121,89329,#Hillary and @ least 16 other #AngryDemocrats #WorldWarQ #WWG1WGA #MAGA #RedTsunami #AmericaFirst #WalkAway #Truth URL, hillary and  at least 16 other  angrydemocrats  worldwarq  wwg1wga  maga  redtsunami  americafirst  walkaway  truth url
122,11100,#Antifa is recruiting for a designated #terrorist organization URL, antifa is recruiting for a designated  terrorist organization url
123,83240,#Hypocrites #DemocratsHateAmerica #LiberalismIsAMentalDisorder EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT... URL, hypocrites  democratshateamerica  liberalismisamentaldisorder everything liberals touch turns to absolute shit    url
124,81890,@USER @USER As I have said the media and money Soros with dip shit Waters is creating a civil war.,    as i have said the media and money soros with dip shit waters is creating a civil war 
125,72037,#Texas Ted Cruz campaign is sending people solicitations disguised as official looking county summons. Elderly residents have been confused by the notice to appear. He is so skeezy.    URL, texas ted cruz campaign is sending people solicitations disguised as official looking county summons  elderly residents have been confused by the notice to appear  he is so skeezy     url
126,78301,1 tf. He saw that shit. URL,1 tf  he saw that shit  url
127,94607,Anyone who finds M*neta's behavior funny can fuck off and die,anyone who finds m neta  behavior funny can fuck off and die
128,72531,#GoodMorningAmerica  #TuesdayMotivation #Thankyou #FatherGod the #Americanpeople will begin to see the #truth about our #governmentcorruption @USER @USER @USER #mediaCorruption #NoRedaction #DeclassifyFISA #Declassification completely #Obama #HillaryClinton #Lies #Leakers #liberals URL, goodmorningamerica   tuesdaymotivation  thankyou  fathergod the  americanpeople will begin to see the  truth about our  governmentcorruption        mediacorruption  noredaction  declassifyfisa  declassification completely  obama  hillaryclinton  lies  leakers  liberals url
129,98575,"@USER The difference between you and I as I stated before, and this inane asinine comment have solidified is I bring facts and truth, while all you have is lies and bullshit. Present a single shred of credible evidence to support a single thing you've just said. Lies is all you've got.","  the difference between you and i as i stated before, and this inane asinine comment have solidified is i bring facts and truth, while all you have is lies and bullshit  present a single shred of credible evidence to support a single thing you've just said  lies is all you've got "
130,58342,@USER Damn I felt this shit. Why you so loud lol,  damn i felt this shit  why you so loud lol
131,39429,#MSNBC #Hardball @USER Bingo you are absolutely correct he cannot bring President Obama down. He can’t get over how President Obama humiliated him at the White House correspondents dinner and I can guarantee you that is a definite driver of his hate for President Obama, msnbc  hardball   bingo you are absolutely correct he cannot bring president obama down  he can t get over how president obama humiliated him at the white house correspondents dinner and i can guarantee you that is a definite driver of his hate for president obama
132,18786,#CnnIsFakeNews @USER @USER you wonder why your ratings suck... #cnnisajoke #FakeNews #MAGA URL, cnnisfakenews     you wonder why your ratings suck     cnnisajoke  fakenews  maga url
133,35785,$b album definitely worth the fucking wait, b album definitely worth the fucking wait
134,67049,"#JoeScarborough is a vile excuse for a journalist"". Here he is criticizing #Trump yet refuses to come clean about the death of an intern in his office. Stop talking about everyone else and start talking about YOUR INVOLVEMENT WITH #LORIKLAUSUTIS. @USER"," joescarborough is a vile excuse for a journalist""  here he is criticizing  trump yet refuses to come clean about the death of an intern in his office  stop talking about everyone else and start talking about your involvement with  loriklausutis   "
135,82273,Ain’t nobody shit if you ask me... including myself.,ain t nobody shit if you ask me    including myself 
136,98216,"The Dregs of Society""... more LABELINGand DEHUMANIZING Conservatives.I suggest,WE, Conservatives keep OUR ammo dry and OUR guns loaded..If the Fascist Liberal Left THINK Conservatives WILL go quietly into internment camps or slaughtered in the streets they NEED a REALITY check. URL","the dregs of society""    more labelingand dehumanizing conservatives i suggest,we, conservatives keep our ammo dry and our guns loaded  if the fascist liberal left think conservatives will go quietly into internment camps or slaughtered in the streets they need a reality check  url"
137,37649,#Feinstein you cant say anything truthful.  You are a loers and liar. URL, feinstein you cant say anything truthful   you are a loers and liar  url
138,14582,#LifeIsButepu when you have sex anytime you want but you are single, lifeisbutepu when you have sex anytime you want but you are single
139,59751,#Nigeria #Naija #9ja 'You are the most incompetent leader in Nigeria’s history' – Atiku blasts Buhari URL By championnewsng Via URL, nigeria  naija  9ja 'you are the most incompetent leader in nigeria s history'   atiku blasts buhari url by championnewsng via url
140,92215,"#Emmys  Well, most of those ex-crackheads are liberals and Democrats; so ..."," emmys  well, most of those ex crackheads are liberals and democrats  so    "
141,22311,@USER #Diversity only works when those joining the new group want to be a part of the team.   #Islam hates every non-Muslim   #Fail  #Unicorns,   diversity only works when those joining the new group want to be a part of the team     islam hates every non muslim    fail   unicorns
142,75125,// SO WANT TO KICK TWITTERFUCK ASS.,   so want to kick twitterfuck ass 
143,21354,"#FailedDemFeinstein should have quit decades ago. She is a disgrace.  Feinstein blames GOP after Kavanaugh accuser stays mum, admits 'I can't say everything's truthful'  URL"," faileddemfeinstein should have quit decades ago  she is a disgrace   feinstein blames gop after kavanaugh accuser stays mum, admits 'i can not say everything  truthful'  url"
144,22594,@USER @USER @USER Fascism was also against liberals as is Antifa according to your meme.,      fascism was also against liberals as is antifa according to your meme 
145,19410,@USER fuck,  fuck
146,33394,". a grown ass woman, probably 10 years older than me is currently spreading rumors rather than talking to me about it, nice work you got there satan ❤️","  a grown ass woman, probably 10 years older than me is currently spreading rumors rather than talking to me about it, nice work you got there satan   "
147,56513,#Conservatives don’t care what you post..it’s @USER propaganda.. URL, conservatives don t care what you post  it s   propaganda   url
148,59691,#IDIOTS Is there nothing beneath them? Lol. What fools Liberals are! #MAGA #KAG 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 URL, idiots is there nothing beneath them? lol  what fools liberals are!  maga  kag            url
149,41997,@USER The kindest explanation is that he is tone-deaf.  It's hard to feel kind when he and his ilk do this repeatedly.,  the kindest explanation is that he is tone deaf   it  hard to feel kind when he and his ilk do this repeatedly 
150,56637,"#AmazonPets Etta can be tricky to photograph because of her colouring, but she is BEAUTIFUL and she knows it. She is in charge, has first dibs on treats, and will shout for our attention whenever she comes in the house. She kills wild rabbits but hangs out in the hutch with ours. URL"," amazonpets etta can be tricky to photograph because of her colouring, but she is beautiful and she knows it  she is in charge, has first dibs on treats, and will shout for our attention whenever she comes in the house  she kills wild rabbits but hangs out in the hutch with ours  url"
151,19815,#SugarDaddy Retweet if you are under 30 and would like share memes with each other and we can talk about dumb shit. Cuz baby I’m broke as shit but this love rich URL, sugardaddy retweet if you are under 30 and would like share memes with each other and we can talk about dumb shit  cuz baby i m broke as shit but this love rich url
152,97410,#GeoffreyOwens niggas don’t really understand...levels to career pursuits, geoffreyowens niggas don t really understand   levels to career pursuits
153,77746,"...what about death _metal_? I want more death METAL... Tell me, you hateful Keebler Elf, WHERE CAN I HAVE MORE DEATH METAL???? URL","   what about death _metal_? i want more death metal    tell me, you hateful keebler elf, where can i have more death metal???? url"
154,17704,"#Kavanaugh is a disciple of Anthony Kennedy, who 🎁ed liberals w/3 unconstitutional opinions! He's Trump's con to con conservatives to 🤔ing #SCOTUS is moving right! Were @USER smart, they'd do everything to get BK the 🏁. But they won't! Idiots! #TuesdayThoughts URL"," kavanaugh is a disciple of anthony kennedy, who  ed liberals w 3 unconstitutional opinions! he  trump  con to con conservatives to  ing  scotus is moving right! were   smart, theywould do everything to get bk the    but they wo not! idiots!  tuesdaythoughts url"
155,61674,#America  ... tear down that #Wall! URL #tcot #partisanship #Trump #thewall #Borderwall #liberty #civilsociety #think #Conservatives #Democrats #Progressives #liberals #Independent #libertarians #GOP #DNC #CriticalThinking, america      tear down that  wall! url  tcot  partisanship  trump  thewall  borderwall  liberty  civilsociety  think  conservatives  democrats  progressives  liberals  independent  libertarians  gop  dnc  criticalthinking
156,39860,Am I a dickhead ???? Probably yes,am i a dickhead ???? probably yes
157,21826,(cr1tikal voice) smef my ass cheeks,(cr1tikal voice) smef my ass cheeks
158,79934,@USER 'cause everyone knows a real leader falls into a van like a sack of potatoes.....,  'cause everyone knows a real leader falls into a van like a sack of potatoes     
159,55048,"#BoycottNike campaign must continue and grow  Paying overseas staff $0.20 an hour is not okay because your staff is over there"".   You are exploiting poor women/men in the world.  This is more than Americans can stand. URL"," boycottnike campaign must continue and grow  paying overseas staff  0 20 an hour is not okay because your staff is over there""    you are exploiting poor women men in the world   this is more than americans can stand  url"
160,76833,"#NEWS Jeff Sessions: If you want more death, 'listen to the ACLU, Antifa, Black Lives Matter'"" URL #CNBC"""," news jeff sessions  if you want more death, 'listen to the aclu, antifa, black lives matter'"" url  cnbc"""
161,55832,#David #Miliband #DavidMiliband flew away  in #NewYork to be with the #US #Liberals #Democrats - had to flee #Corbynists hatred of Jews, david  miliband  davidmiliband flew away  in  newyork to be with the  us  liberals  democrats   had to flee  corbynists hatred of jews
162,32056,Anyway this game sucks :),anyway this game sucks  )
163,67841,#ibelieveblaseyford is liar she is fat ugly libreal #snowflake she sold her  herself to get some cash !! From dems and Iran  ! Why she spoke after  #JohnKerryIranMeeting ?, ibelieveblaseyford is liar she is fat ugly libreal  snowflake she sold her  herself to get some cash !! from dems and iran  ! why she spoke after   johnkerryiranmeeting ?
164,94427,#Conservatives do NOT represent all Canadians.   They are Authoritarian scum.   #cdnpoli #onpoli URL, conservatives do not represent all canadians    they are authoritarian scum     cdnpoli  onpoli url
165,96594,"#Ford's attorney says she's receiving death threats and has had to move her family to safety"". Where's the proof that #Democrats #Antifa are not doing this to promote this circus?"""," ford  attorney says she  receiving death threats and has had to move her family to safety""  where  the proof that  democrats  antifa are not doing this to promote this circus?"""
166,62689,#scottgimple ruined #TheWalkingDead and now he is doing the same to #FearTWD . Hope the checks cash forever because he should never get another job. #AMC, scottgimple ruined  thewalkingdead and now he is doing the same to  feartwd   hope the checks cash forever because he should never get another job   amc
167,35968,Another season for Tom Brady to give it to these niggas,another season for tom brady to give it to these niggas
168,14516,"#LifeIsButepu when you are black and can say the word nigga"". Feel me my niggas??? URL"," lifeisbutepu when you are black and can say the word nigga""  feel me my niggas??? url"
169,15866,#Austerity Low pay #TuitionFees  Lack of housing Wages falling #UniversalCredit Unaffordable rents #NHS crisis Crap railways Empty shops #Brexit No deal exit from EU #Windrush #Grenfell   In just 8 short years the @USER have completely fucked the UK, austerity low pay  tuitionfees  lack of housing wages falling  universalcredit unaffordable rents  nhs crisis crap railways empty shops  brexit no deal exit from eu  windrush  grenfell   in just 8 short years the   have completely fucked the uk
170,57185,"@USER #ThoseThatAreTheLoudest are afraid, JUSTICE is coming #Bono is a scam just like the #ClintonFoundation #PedoWood #Haiti URL","   thosethataretheloudest are afraid, justice is coming  bono is a scam just like the  clintonfoundation  pedowood  haiti url"
171,91430,"3 days before BBC Radio 2’s Festival in a Day, they decide to tell us that their headline act isn’t coming anymore. Thanks a lot, now I’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me 😑👍🏻","3 days before bbc radio 2 s festival in a day, they decide to tell us that their headline act isn t coming anymore  thanks a lot, now i ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me    "
172,29203,#tytlive Trump needs to go because he is a danger to the country and the world.  Any way we can get rid of him is good, tytlive trump needs to go because he is a danger to the country and the world   any way we can get rid of him is good
173,27913,"@USER #DavidHogg, you're nobody.","   davidhogg, you are nobody "
174,53325,"28, 27, 25 and 21 but like,, it’s still really miserable and unpleasant for us?? And like they even told me how they weren’t happy and would have got divorced before I was even born so I’m like cool cool I was literally born into hatred that’s awesome no wonder I’m such a fuckup","28, 27, 25 and 21 but like,, it s still really miserable and unpleasant for us?? and like they even told me how they weren t happy and would have got divorced before i was even born so i m like cool cool i was literally born into hatred that s awesome no wonder i m such a fuckup"
175,46410,"#DeSantis=DeRacist, as bad a choice as he is, he “distanced” himself from the Prez’s comments today questioning any deaths in Puerto Rico from Hurricane Maria @USER @USER #whataputz"," desantis deracist, as bad a choice as he is, he  distanced  himself from the prez s comments today questioning any deaths in puerto rico from hurricane maria      whataputz"
176,26072,0-1 lost my acca on the first fucking fight cba,0 1 lost my acca on the first fucking fight cba
177,16856,@USER @USER I'll use that one the next time im in a gun control debate or in a debate about free speech or taxes. Yes you can choose to be irresponsible or choose not to be. I argue responsible. Whats wrong with that? Don't justify murder by saying it was never alive or its my right.,    iwill use that one the next time im in a gun control debate or in a debate about free speech or taxes  yes you can choose to be irresponsible or choose not to be  i argue responsible  whats wrong with that? do not justify murder by saying it was never alive or its my right 
178,89200,@USER @USER Who the hell does he think he is?,    who the hell does he think he is?
179,45269,#LiberalismIsAMentalDisorder #Hypocrites #DemocratsHateAmerica #DemocratsAreDangerous EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT. URL, liberalismisamentaldisorder  hypocrites  democratshateamerica  democratsaredangerous everything liberals touch turns to absolute shit  url
180,15437,88% of these niggas have podcasts and YouTube channels dedicated to this and shit ain’t getting solved so URL,88  of these niggas have podcasts and youtube channels dedicated to this and shit ain t getting solved so url
181,91472,Anytime I randomly bust out laughing it’s because I remembered some dumb shit Albria said 😭😭,anytime i randomly bust out laughing it s because i remembered some dumb shit albria said   
182,98531,@USER @USER 😂 You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard  family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck,      you do not like the jewish people because you all claims they are holding all the money  sound familiar? your left wing libtard  family is the family of the kkk  you do not hate jews? that s funny  gun control  even funnier  good luck
183,43753,5k Bitches 🎉💙,5k bitches   
184,98685,#Liberals always up to dirty tricks to get their way. 👇👇 URL, liberals always up to dirty tricks to get their way     url
185,31665,#Conservatives are more upset about #bertenernie being #gay than having a #sexualpredator in the @USER a hooker as @USER and a #rapist as #supremecourtjustice, conservatives are more upset about  bertenernie being  gay than having a  sexualpredator in the   a hooker as   and a  rapist as  supremecourtjustice
186,38732,#Antifa protest in #Athens for the 5 years after the murder of Pavlos Fyssas by Golden Dawn.  Their voters are complicit to their crimes. #KillahP URL, antifa protest in  athens for the 5 years after the murder of pavlos fyssas by golden dawn   their voters are complicit to their crimes   killahp url
187,46983,"#Conservatives just like old #Garbage bags blowing in the wind, here's an old garbage bag now... URL"," conservatives just like old  garbage bags blowing in the wind, here  an old garbage bag now    url"
188,22067,#Bakersfield is why we need gun control! Sorry for the victims other than the gunman himself I hope he rots in hell!, bakersfield is why we need gun control! sorry for the victims other than the gunman himself i hope he rots in hell!
189,79756,#HonourSacrificeBoycottMatch I hope d human rights rats r happy!hope Sidhu is happy!  I hope d liberals r happy! Let’s play cricket wth thm let’s thank thm 4 wht they r doing 2our soldiers Let’s celebrate our impotence funny a piddly little nation like pak is taking us 4 a ride, honoursacrificeboycottmatch i hope d human rights rats r happy!hope sidhu is happy!  i hope d liberals r happy! let s play cricket wth thm let s thank thm 4 wht they r doing 2our soldiers let s celebrate our impotence funny a piddly little nation like pak is taking us 4 a ride
190,99563,#ConfirmKavanaugh ✅ #Kavanaugh #SCOTUS #POTUS45 #PresidentTrump #AmericaFirst #MAGA#KAG 🚫Anti #Trump liberal activist Accuser  #Ford makes accusation but  not willing to be subject 2 B question? Suffer the consequence of filing a false charge #LockHerUp  URL, confirmkavanaugh    kavanaugh  scotus  potus45  presidenttrump  americafirst  maga kag  anti  trump liberal activist accuser   ford makes accusation but  not willing to be subject 2 b question? suffer the consequence of filing a false charge  lockherup  url
191,23542,"#Resist traitors caught on video breaking our laws to further their #Communist #Socialism ways and slow down the #Trump agenda. They are the DC Chapter of Democrat Socialists of America. Forget anTifa, that is a distraction from the real Resistance. #MAGA  URL"," resist traitors caught on video breaking our laws to further their  communist  socialism ways and slow down the  trump agenda  they are the dc chapter of democrat socialists of america  forget antifa, that is a distraction from the real resistance   maga  url"
192,83416,"#ChristineBlaseyFord was grinding #Kavanaugh at a party almost 40yrs ago.....You gotta love the age, of this ridiculous #MeToo movement   Just swear #Kavanaugh in already and get this over with, before #liberals have an anxiety attack like 11/8/16 URL"," christineblaseyford was grinding  kavanaugh at a party almost 40yrs ago     you gotta love the age, of this ridiculous  metoo movement   just swear  kavanaugh in already and get this over with, before  liberals have an anxiety attack like 11 8 16 url"
193,67418,"#CoryBooker is not a hero, he is an American traitor and should be treated as such. Arrest, prosecute, and  carry out sentence. #KavanaughConfirmation URL via @USER"," corybooker is not a hero, he is an american traitor and should be treated as such  arrest, prosecute, and  carry out sentence   kavanaughconfirmation url via  "
194,58632,100 Round Goon Bitch Is You Kiddin Me🤣,100 round goon bitch is you kiddin me 
195,35612,@USER #MoreBS = MORE #BARRYSOETOROBULLSHIT,   morebs   more  barrysoetorobullshit
196,96905,"#tytlive OMG how can a Latino faith based woman think that Trump is Christian.  Wow, he is the poster child for immorality and hating Latinos"," tytlive omg how can a latino faith based woman think that trump is christian   wow, he is the poster child for immorality and hating latinos"
197,79778,@USER #Carrey is a #pervert himself!,   carrey is a  pervert himself!
198,90328,@USER nigga are you stupid your trash dont play with him play with your bitch 😂,  nigga are you stupid your trash dont play with him play with your bitch  
199,71350,#NoOneAskMe But here's my opinion #offset keeping this beef up between #cardiB and @USER he know Cardi slow and believe everything he says.. She is his meal ticket. I just think #offset need to sit his ugly ass down., nooneaskme but here  my opinion  offset keeping this beef up between  cardib and   he know cardi slow and believe everything he says   she is his meal ticket  i just think  offset need to sit his ugly ass down 
200,43782,#ICYMI - Liberals' Favorite Myth That Obama Was a Law Professor Is Now Destroyed?! URL, icymi   liberals' favorite myth that obama was a law professor is now destroyed?! url
201,58287,@USER To demonstrate how wholly incapable of carrying a thought to its logical conclusion she is?,  to demonstrate how wholly incapable of carrying a thought to its logical conclusion she is?
202,32061,And she has a pet??? Fucking disgusting URL,and she has a pet??? fucking disgusting url
203,63129,"#LiberalHypocrisy #TacoBell When Liberals ask why your against illegal immigration? Taco Bell Employee: No Habla Ingles!"" URL"," liberalhypocrisy  tacobell when liberals ask why your against illegal immigration? taco bell employee  no habla ingles!"" url"
204,74797,#BlackInkCrewCHI lily they don’t hate you....you Hate you. You are your own worst enemy cause you let your anger get in the way I legit feel like Shes one of the kids I Work with at my job, blackinkcrewchi lily they don t hate you    you hate you  you are your own worst enemy cause you let your anger get in the way i legit feel like shes one of the kids i work with at my job
205,25177,#JusticeForSoniasFather  Mr Usman buzdar sb! please respond to Sonia Iqbal daughter of PTI counsellor from okara whose father was killed during elections by nawaz league killers. She is saying she will commit suicide in front of media. Where is justice?, justiceforsoniasfather  mr usman buzdar sb! please respond to sonia iqbal daughter of pti counsellor from okara whose father was killed during elections by nawaz league killers  she is saying she will commit suicide in front of media  where is justice?
206,87428,@USER - WORST POTUS.  EVER!,    worst potus   ever!
207,39400,#Conservatives have no genetic ability to understand #hypocrisy or #irony. Right wing ideology gets ya all twisted in knots. #onpoli  #Ontario  #PartyOfYesteryear  @USER  #FraudNation URL, conservatives have no genetic ability to understand  hypocrisy or  irony  right wing ideology gets ya all twisted in knots   onpoli   ontario   partyofyesteryear      fraudnation url
208,62788,#OITNB. She is the worst public defender. Trailing her pen uner the words., oitnb  she is the worst public defender  trailing her pen uner the words 
209,88745,#TheView #BothamJean I don't believe #AmyGuyger she is a lying pos! I live near a police station..I hope and pray a cop doesn't bust up in my house thinking it's his/hers and kills me..my God..we/people of color are police prey..we're always in police cross-hairs..no matter what, theview  bothamjean i do not believe  amyguyger she is a lying pos! i live near a police station  i hope and pray a cop does not bust up in my house thinking it  his hers and kills me  my god  we people of color are police prey  we are always in police cross hairs  no matter what
210,70443,"#Antifa, September 22: Stop the fascist NVU in #Amsterdam! URL"," antifa, september 22  stop the fascist nvu in  amsterdam! url"
211,90327,And that’s why you were at NYFW cause your such a class act.. getcho wack ass outta here URL,and that s why you were at nyfw cause your such a class act   getcho wack ass outta here url
212,65545,#GreatestThingsAboutThe90s liberals weren’t unhinged, greatestthingsaboutthe90s liberals weren t unhinged
213,58543,"#Conservatives We mus pray for liberals. They trooly kno knot watt they do. I was brot up socialist democrat, by my wonderful, but, ignorant parents. I served inda military. I learnd I can serve Christ, too. Eye reel -eyesed CONSERVATIVISM was more closely aligned w God."," conservatives we mus pray for liberals  they trooly kno knot watt they do  i was brot up socialist democrat, by my wonderful, but, ignorant parents  i served inda military  i learnd i can serve christ, too  eye reel  eyesed conservativism was more closely aligned w god "
214,79222,"#disarmthem #antifa Please NO ONE be stupid enough to do this. Most of us DO NOT open carry, most of us carry concealed. Anyone stupid enough to do this, that is considered an act of aggression and you will be shot We also carry more than one weapon. We shoot to kill, not maim."," disarmthem  antifa please no one be stupid enough to do this  most of us do not open carry, most of us carry concealed  anyone stupid enough to do this, that is considered an act of aggression and you will be shot we also carry more than one weapon  we shoot to kill, not maim "
215,72401,"@USER * Puerto Rico is destroyed; more than 3,000 die * Trump visits, and throws paper rolls at people * 11 months later, Puerto Rico is still waiting for help * Trump says everything is fine, and his visit was a great success  🤔","    puerto rico is destroyed  more than 3,000 die   trump visits, and throws paper rolls at people   11 months later, puerto rico is still waiting for help   trump says everything is fine, and his visit was a great success   "
216,31354,All these sick ass ppl from school gave me something and now I have to chug down this nasty drink so it can go away🙃,all these sick ass ppl from school gave me something and now i have to chug down this nasty drink so it can go away 
217,29008,#Conservatives are #dumberthandogshit is the central point of my tweet, conservatives are  dumberthandogshit is the central point of my tweet
218,41590,@USER #Rosie makes me nauseous!🤮 URL,   rosie makes me nauseous!  url
219,72523,#FemiNazis are Liberals so #MeToo only counts when they blame a non-Liberal man. #Bizarro  #KAG2018 ❤️🇺🇸 URL, feminazis are liberals so  metoo only counts when they blame a non liberal man   bizarro   kag2018      url
220,14640,"#BREXIT deal HAS been reached - and will be unveiled at special summit in NOVEMBER, Has @USER sold out the #UK to the eu??? She better have not or the @USER are finished!! @USER URL"," brexit deal has been reached   and will be unveiled at special summit in november, has   sold out the  uk to the eu??? she better have not or the   are finished!!   url"
221,74909,#crazyredhead in very #angry at the #orange #cheeto  Who claims to be our #president .  She will never accept it.  Denying all the lives lost in Puerto Rico? He is a #monster #… URL, crazyredhead in very  angry at the  orange  cheeto  who claims to be our  president    she will never accept it   denying all the lives lost in puerto rico? he is a  monster    url
222,96397,"#EuropaLeague Song the EU, cash your remaining chips in and p*ss off 👍 You've played all your cards and liberals in the U.S too.  Brexiteers and Trump takes it all so be nice eh and life'll be better for everyone.  URL"," europaleague song the eu, cash your remaining chips in and p ss off   you've played all your cards and liberals in the u s too   brexiteers and trump takes it all so be nice eh and lifewill be better for everyone   url"
223,34030,$1500 for a phone. You all are fucking dumb., 1500 for a phone  you all are fucking dumb 
224,69073,#HowToGetPeopleOutOfYourHome  Tell them that you're a vampire...then threaten to eat them if they don't get their asses out.  *shrugs*  What?  Problem?, howtogetpeopleoutofyourhome  tell them that you are a vampire   then threaten to eat them if they do not get their asses out    shrugs   what?  problem?
225,29113,"#Kavanaugh The moment #BlaseyFord is exposed as a fraud, expect a new accuser to surface. Liberals are a one trick pony. #LiberalismIsAMentalDisorder"," kavanaugh the moment  blaseyford is exposed as a fraud, expect a new accuser to surface  liberals are a one trick pony   liberalismisamentaldisorder"
226,11286,"#BCOG @USER she is cool, confident, cocky, and she kicks ass!!! @USER @USER @USER URL"," bcog   she is cool, confident, cocky, and she kicks ass!!!       url"
227,41821,@USER oh fuck off 😂😂,  oh fuck off   
228,76379,#LiberalHypocrisy #criminal #democrat #evidence #ellison #liberals #Hypocrites Keith Ellison domestic violence accuser says Democratic party doesn't believe her story  URL, liberalhypocrisy  criminal  democrat  evidence  ellison  liberals  hypocrites keith ellison domestic violence accuser says democratic party does not believe her story  url
229,52080,#DemocratPartyOfDomesticTerrorists #Fascist #Antifa #FemiNazi   Don't Just #WalkAway RUN! URL, democratpartyofdomesticterrorists  fascist  antifa  feminazi   do not just  walkaway run! url
230,51762,#auspol  I don't know why he is still in his job. Seriously. URL, auspol  i do not know why he is still in his job  seriously  url
231,71592,#MAGA Tell me ONE good thing #trump has done as #president. I dare you! He is the worst president in history., maga tell me one good thing  trump has done as  president  i dare you! he is the worst president in history 
232,78688,"#ConfirmKavanugh now, stall tactics are DC cronies only recourse. No more delays.  #VoteRed to end this madness and to #MAGA"," confirmkavanugh now, stall tactics are dc cronies only recourse  no more delays    votered to end this madness and to  maga"
233,76135,@USER @USER @USER @USER Beats the hell NJ out of me lol. Dude already made the assumption that I'm antifa. He even ignored all the evidence to make that assumption.,        beats the hell nj out of me lol  dude already made the assumption that i am antifa  he even ignored all the evidence to make that assumption 
234,30778,#StopEtchecopar? Fuck you all 🖕🖕🖕🖕🖕 Que florezcan mil Baby Etchecopar 🌻🌻🌻, stopetchecopar? fuck you all       que florezcan mil baby etchecopar    
235,22569,"#Antifa are mentally unstable cowards, pretending to be relevant. URL"," antifa are mentally unstable cowards, pretending to be relevant  url"
236,48938,@USER @USER And Browning looked like dog shit against the same FCS school. What’s your point?,    and browning looked like dog shit against the same fcs school  what s your point?
237,41438,All two of them taste like ass. URL,all two of them taste like ass  url
238,73439,#DespicableDems lie again about rifles. Dem Distorted the Law to Push Gun-Control at Kavanaugh Confirmation URL via @USER, despicabledems lie again about rifles  dem distorted the law to push gun control at kavanaugh confirmation url via  
239,67018,3 people just unfollowed me for talking about merlin sorry y'all im still up covinsky's ass im just waiting for a psisly sequel announcement ive run out of witty and funny tweets about tatbilb i am drained,3 people just unfollowed me for talking about merlin sorry y'all im still up covinsky  ass im just waiting for a psisly sequel announcement ive run out of witty and funny tweets about tatbilb i am drained
